10_city,10_county,10_mean,10_method,10_site,pm_10_date
Tracy,San Joaquin,17.666667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-02
Tracy,San Joaquin,26.458333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-03
Tracy,San Joaquin,23.5,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-04
Tracy,San Joaquin,31.166667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-05
Tracy,San Joaquin,9.5,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-06
Tracy,San Joaquin,7.75,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-07
Tracy,San Joaquin,8.375,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-08
Tracy,San Joaquin,13.375,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-09
Tracy,San Joaquin,14.041667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-10
Tracy,San Joaquin,15.25,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-11
Tracy,San Joaquin,6.875,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-12
Tracy,San Joaquin,5.75,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-13
Tracy,San Joaquin,5.583333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-14
Tracy,San Joaquin,9.5,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-15
Tracy,San Joaquin,10.208333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-16
Tracy,San Joaquin,27.0,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-17
Tracy,San Joaquin,18.125,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-18
Tracy,San Joaquin,17.416667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-19
Tracy,San Joaquin,21.416667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-20
Tracy,San Joaquin,8.958333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-21
Tracy,San Joaquin,22.583333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-22
Tracy,San Joaquin,19.190476,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-23
Tracy,San Joaquin,20.458333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-24
Tracy,San Joaquin,27.75,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-25
Tracy,San Joaquin,25.791667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-26
Tracy,San Joaquin,18.125,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-27
Tracy,San Joaquin,15.833333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-28
Tracy,San Joaquin,22.291667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-29
Tracy,San Joaquin,22.0,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-06-30
Tracy,San Joaquin,18.208333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-04
Tracy,San Joaquin,10.333333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-05
Tracy,San Joaquin,18.541667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-06
Tracy,San Joaquin,25.541667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-07
Tracy,San Joaquin,24.833333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-08
Tracy,San Joaquin,22.958333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-09
Tracy,San Joaquin,17.217391,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-10
Tracy,San Joaquin,16.041667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-11
Tracy,San Joaquin,15.333333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-12
Tracy,San Joaquin,31.625,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-13
Tracy,San Joaquin,27.666667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-14
Tracy,San Joaquin,24.583333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-15
Tracy,San Joaquin,22.458333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-16
Tracy,San Joaquin,26.916667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-17
Tracy,San Joaquin,17.833333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-18
Tracy,San Joaquin,16.958333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-19
Tracy,San Joaquin,19.291667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-20
Tracy,San Joaquin,20.125,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-21
Tracy,San Joaquin,16.375,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-22
Tracy,San Joaquin,14.086957,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-23
Tracy,San Joaquin,25.333333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-24
Tracy,San Joaquin,25.166667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-25
Tracy,San Joaquin,21.75,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-26
Tracy,San Joaquin,21.375,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-27
Tracy,San Joaquin,23.208333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-28
Tracy,San Joaquin,25.166667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-29
Tracy,San Joaquin,28.333333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-30
Tracy,San Joaquin,21.666667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-31
Tracy,San Joaquin,13.333333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-01
Tracy,San Joaquin,13.75,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-02
Tracy,San Joaquin,24.954545,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-03
Tracy,San Joaquin,22.083333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-04
Tracy,San Joaquin,21.958333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-05
Tracy,San Joaquin,17.083333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-06
Tracy,San Joaquin,23.5,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-07
Tracy,San Joaquin,23.833333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-08
Tracy,San Joaquin,20.5,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-09
Tracy,San Joaquin,32.875,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-10
Tracy,San Joaquin,38.916667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-11
Tracy,San Joaquin,35.5,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-12
Tracy,San Joaquin,27.25,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-13
Tracy,San Joaquin,34.25,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-14
Tracy,San Joaquin,28.0,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-15
Tracy,San Joaquin,31.409091,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-16
Tracy,San Joaquin,37.458333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-17
Tracy,San Joaquin,30.708333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-01
Tracy,San Joaquin,28.125,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-02
Tracy,San Joaquin,19.791667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-07-03
Tracy,San Joaquin,29.416667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-18
Tracy,San Joaquin,52.0,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-19
Tracy,San Joaquin,80.708333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-20
Tracy,San Joaquin,101.333333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-21
Tracy,San Joaquin,80.666667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-22
Tracy,San Joaquin,122.416667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-23
Tracy,San Joaquin,141.583333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-24
Tracy,San Joaquin,49.090909,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-25
Tracy,San Joaquin,25.833333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-26
Tracy,San Joaquin,33.625,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-27
Tracy,San Joaquin,69.791667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-28
Tracy,San Joaquin,54.125,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-29
Tracy,San Joaquin,41.375,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-30
Tracy,San Joaquin,59.875,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-08-31
Tracy,San Joaquin,53.318182,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-01
Tracy,San Joaquin,41.833333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-02
Tracy,San Joaquin,38.0,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-03
Tracy,San Joaquin,32.083333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-04
Tracy,San Joaquin,47.666667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-05
Tracy,San Joaquin,71.416667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-06
Tracy,San Joaquin,53.875,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-07
Tracy,San Joaquin,235.625,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-08
Tracy,San Joaquin,109.791667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-09
Tracy,San Joaquin,86.136364,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-10
Tracy,San Joaquin,150.708333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-11
Tracy,San Joaquin,188.625,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-12
Tracy,San Joaquin,146.041667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-13
Tracy,San Joaquin,123.291667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-14
Tracy,San Joaquin,77.772727,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-15
Tracy,San Joaquin,34.375,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-16
Tracy,San Joaquin,27.875,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-17
Tracy,San Joaquin,14.875,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-18
Tracy,San Joaquin,18.625,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-19
Tracy,San Joaquin,35.958333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-20
Tracy,San Joaquin,42.625,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-21
Tracy,San Joaquin,22.166667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-22
Tracy,San Joaquin,22.458333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-23
Tracy,San Joaquin,17.208333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-24
Tracy,San Joaquin,23.125,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-25
Tracy,San Joaquin,33.125,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-26
Tracy,San Joaquin,73.541667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-27
Tracy,San Joaquin,56.958333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-28
Tracy,San Joaquin,76.666667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-29
Tracy,San Joaquin,76.375,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-09-30
Tracy,San Joaquin,116.416667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-01
Tracy,San Joaquin,138.833333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-02
Tracy,San Joaquin,97.416667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-03
Tracy,San Joaquin,27.875,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-04
Tracy,San Joaquin,36.8125,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-05
Tracy,San Joaquin,55.458333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-06
Tracy,San Joaquin,57.416667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-07
Tracy,San Joaquin,40.791667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-08
Tracy,San Joaquin,30.956522,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-09
Tracy,San Joaquin,12.173913,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-10
Tracy,San Joaquin,18.916667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-11
Tracy,San Joaquin,25.958333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-12
Tracy,San Joaquin,32.041667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-13
Tracy,San Joaquin,49.25,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-14
Tracy,San Joaquin,77.294118,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-15
Tracy,San Joaquin,45.625,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-16
Tracy,San Joaquin,32.458333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-17
Tracy,San Joaquin,28.666667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-18
Tracy,San Joaquin,38.541667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-19
Tracy,San Joaquin,37.384615,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-20
Tracy,San Joaquin,26.636364,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-21
Tracy,San Joaquin,97.041667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-22
Tracy,San Joaquin,26.666667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-23
Tracy,San Joaquin,32.625,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-24
Tracy,San Joaquin,102.333333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-25
Tracy,San Joaquin,70.166667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-26
Tracy,San Joaquin,61.583333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-27
Tracy,San Joaquin,87.666667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-28
Tracy,San Joaquin,80.541667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-29
Tracy,San Joaquin,66.583333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-30
Tracy,San Joaquin,47.25,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-10-31
Tracy,San Joaquin,54.208333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-01
Tracy,San Joaquin,49.583333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-02
Tracy,San Joaquin,50.083333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-03
Tracy,San Joaquin,10.833333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-07
Tracy,San Joaquin,35.894737,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-04
Tracy,San Joaquin,45.833333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-05
Tracy,San Joaquin,51.708333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-06
Tracy,San Joaquin,12.958333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-08
Tracy,San Joaquin,17.5,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-09
Tracy,San Joaquin,36.916667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-13
Tracy,San Joaquin,24.458333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-10
Tracy,San Joaquin,35.208333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-11
Tracy,San Joaquin,31.416667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-12
Tracy,San Joaquin,13.875,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-14
Tracy,San Joaquin,12.041667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-15
Tracy,San Joaquin,23.75,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-16
Tracy,San Joaquin,42.458333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-17
Tracy,San Joaquin,9.625,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-18
Tracy,San Joaquin,9.142857,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-19
Tracy,San Joaquin,13.458333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-20
Tracy,San Joaquin,10.208333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-21
Tracy,San Joaquin,13.958333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-22
Tracy,San Joaquin,20.25,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-23
Tracy,San Joaquin,20.208333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-24
Tracy,San Joaquin,14.333333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-25
Tracy,San Joaquin,25.708333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-26
Tracy,San Joaquin,11.833333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-27
Tracy,San Joaquin,22.083333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-28
Tracy,San Joaquin,16.666667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-29
Tracy,San Joaquin,26.541667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-11-30
Tracy,San Joaquin,14.625,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-01
Tracy,San Joaquin,30.791667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-02
Tracy,San Joaquin,44.416667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-03
Tracy,San Joaquin,35.541667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-04
Tracy,San Joaquin,46.833333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-05
Tracy,San Joaquin,24.666667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-06
Tracy,San Joaquin,38.458333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-07
Tracy,San Joaquin,37.583333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-08
Tracy,San Joaquin,41.625,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-09
Tracy,San Joaquin,11.136364,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-10
Tracy,San Joaquin,19.208333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-11
Tracy,San Joaquin,10.125,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-12
Tracy,San Joaquin,7.375,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-13
Tracy,San Joaquin,6.625,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-14
Tracy,San Joaquin,12.208333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-15
Tracy,San Joaquin,19.541667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-16
Tracy,San Joaquin,9.833333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-17
Tracy,San Joaquin,5.375,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-18
Tracy,San Joaquin,10.75,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-19
Tracy,San Joaquin,9.291667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-20
Tracy,San Joaquin,11.291667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-21
Tracy,San Joaquin,7.833333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-22
Tracy,San Joaquin,15.625,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-23
Tracy,San Joaquin,19.125,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-24
Tracy,San Joaquin,11.25,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-25
Tracy,San Joaquin,7.0,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-26
Tracy,San Joaquin,6.833333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-27
Tracy,San Joaquin,9.208333,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-28
Tracy,San Joaquin,5.666667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-29
Tracy,San Joaquin,16.291667,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,3005,2020-12-30
